,City,job,salary_percentiles
31,vancouver,"{'id': 'MECHANICAL-ENGINEER', 'title': 'Mechanical Engineer'}","{'percentile_25': 43717.67225697422, 'percentile_50': 51850.50597283056, 'percentile_75': 61496.29728306609}"
32,vancouver,"{'id': 'MOBILE-DEVELOPER', 'title': 'Mobile Developer'}","{'percentile_25': 37677.35540084247, 'percentile_50': 45424.884626297804, 'percentile_75': 54765.5248453645}"
33,vancouver,"{'id': 'NURSE', 'title': 'Nurse'}","{'percentile_25': 40930.92856622001, 'percentile_50': 46517.772959266105, 'percentile_75': 52867.1905790987}"
34,vancouver,"{'id': 'OFFICE-MANAGER', 'title': 'Office Manager'}","{'percentile_25': 31626.73315839353, 'percentile_50': 37643.49053097422, 'percentile_75': 44804.89250213547}"
35,vancouver,"{'id': 'OPERATIONS-MANAGER', 'title': 'Operations Manager'}","{'percentile_25': 43490.42371861735, 'percentile_50': 55216.44605411783, 'percentile_75': 70104.07474007092}"
36,vancouver,"{'id': 'PHARMACIST', 'title': 'Pharmacist'}","{'percentile_25': 47140.633369680894, 'percentile_50': 58681.50282996929, 'percentile_75': 73047.78337149874}"
37,vancouver,"{'id': 'PHYSICIAN', 'title': 'Physician'}","{'percentile_25': 92073.20039785447, 'percentile_50': 125145.78109063336, 'percentile_75': 170097.99221826196}"
38,vancouver,"{'id': 'POSTDOCTORAL-RESEARCHER', 'title': 'Postdoctoral Researcher'}","{'percentile_25': 37587.976624103285, 'percentile_50': 42668.74684461506, 'percentile_75': 48436.28523814645}"
39,vancouver,"{'id': 'PRODUCT-MANAGER', 'title': 'Product Manager'}","{'percentile_25': 55112.96275308666, 'percentile_50': 65025.25633735015, 'percentile_75': 76720.31679155711}"
40,vancouver,"{'id': 'PROJECT-MANAGER', 'title': 'Project Manager'}","{'percentile_25': 52334.2450897725, 'percentile_50': 64177.82457215702, 'percentile_75': 78701.68299455385}"
41,vancouver,"{'id': 'QA-ENGINEER', 'title': 'QA Engineer'}","{'percentile_25': 34539.1540823629, 'percentile_50': 41988.85772080495, 'percentile_75': 51045.377906296024}"
42,vancouver,"{'id': 'RECEPTIONIST', 'title': 'Receptionist'}","{'percentile_25': 20409.242578979934, 'percentile_50': 23252.086503998078, 'percentile_75': 26490.915804305758}"
43,vancouver,"{'id': 'RESEARCH-SCIENTIST', 'title': 'Research Scientist'}","{'percentile_25': 41892.97681306074, 'percentile_50': 50534.327100367285, 'percentile_75': 60958.146442597914}"
44,vancouver,"{'id': 'SALES-MANAGER', 'title': 'Sales Manager'}","{'percentile_25': 42687.285551708155, 'percentile_50': 53362.07790308603, 'percentile_75': 66706.31128994515}"
45,vancouver,"{'id': 'SOFTWARE-ENGINEER', 'title': 'Software Engineer'}","{'percentile_25': 49176.951588690325, 'percentile_50': 57672.629687058376, 'percentile_75': 67635.99831969877}"
46,vancouver,"{'id': 'SYSTEMS-ADMINISTRATOR', 'title': 'Systems Administrator'}","{'percentile_25': 40734.613113892054, 'percentile_50': 48211.084531333065, 'percentile_75': 57059.794951008495}"
47,vancouver,"{'id': 'TEACHER', 'title': 'Teacher'}","{'percentile_25': 28986.42218258517, 'percentile_50': 37889.110142797654, 'percentile_75': 49526.10771934249}"
48,vancouver,"{'id': 'UX-DESIGNER', 'title': 'UX Designer'}","{'percentile_25': 42649.77670287489, 'percentile_50': 51085.02069176548, 'percentile_75': 61188.581531358795}"
49,vancouver,"{'id': 'WAITER', 'title': 'Waiter'}","{'percentile_25': 17295.127257677457, 'percentile_50': 23534.061366826023, 'percentile_75': 32023.588850534383}"
50,vancouver,"{'id': 'WEB-DESIGNER', 'title': 'Web Designer'}","{'percentile_25': 35350.745537308176, 'percentile_50': 41957.257580760546, 'percentile_75': 49798.425378056025}"
51,vancouver,"{'id': 'WEB-DEVELOPER', 'title': 'Web Developer'}","{'percentile_25': 39244.14733658961, 'percentile_50': 47370.38301345421, 'percentile_75': 57179.30797668733}"
